bestobjid,mjd,z,oiii_4959_flux,oiii_5007_flux,h_beta_flux,nii_6548_flux,nii_6584_flux,h_alpha_flux
1.23765E+18,52203,0.05970439,6.129412,14.5069,27.1808,11.00753,33.20127,103.0119
1.23766E+18,52203,0.08486865,-2.87906,8.922791,10.73991,1.684592,5.08112,33.55515
1.23766E+18,52203,0.3885068,-0.4438397,1.058485,0.9715079,1.06896,3.224229,-0.471763
1.23768E+18,52203,0.08586445,-0.2469284,18.86928,14.72078,5.540051,16.71007,26.12033
1.23766E+18,52203,0.1412948,0.1065061,0.2599767,5.07824,0.6218203,1.875554,5.072327
1.23765E+18,52203,0.09237012,1.584376,10.68845,50.40791,21.11633,63.69171,182.7384
1.23765E+18,52203,0.09633849,0.159042,12.17957,38.68453,22.70614,68.48697,185.1799
1.23765E+18,52203,0.1430193,2.308752,1.087497,0.004628257,0.2218069,0.6690207,1.902514
1.23766E+18,52203,0.07089141,5.907753,9.998001,9.594254,3.860998,11.64566,17.83171
1.23766E+18,52203,0.03726963,16.47117,64.20579,47.05516,50.21846,151.4705,151.0338
1.23765E+18,52206,0.09637515,1.664902,6.630807,4.333465,4.543181,13.70328,18.32973
1.23766E+18,52206,0.3720063,0.1201309,1.25793,6.132266,3.418358,10.31056,4.881544
1.23766E+18,52206,0.126265,0.527047,13.27713,0.2432819,8.145357,24.56828,24.67487
1.23765E+18,52206,0.09469181,-2.996525,7.64597,9.662672,3.331352,10.04813,7.731274
1.23766E+18,52206,0.184408,37.59848,97.67067,142.724,95.3187,287.5032,777.4783
1.23765E+18,52206,0.1339832,4.387743,6.557771,-1.737459,-0.7073798,-2.133621,8.951043
1.23768E+18,52206,0.07114007,2.531224,9.132919,18.47209,12.36531,37.29664,71.41349
1.23766E+18,52206,0.09790448,48.4773,136.659,175.0169,50.22616,151.4937,611.8441
1.23766E+18,52206,0.09360803,3.723019,16.14859,53.15905,27.82211,83.91792,196.705
1.23765E+18,52206,0.08878684,3.47551,18.09963,38.94678,18.06203,54.47925,140.8101
1.23766E+18,52206,0.02934617,39.87629,119.462,75.98974,7.910134,23.85879,226.696
1.23766E+18,52228,0.1451464,15.5099,41.89759,77.23856,32.05782,96.69379,295.7342
1.23765E+18,52228,0.08212984,7.28899,12.57421,21.64024,15.24162,45.97226,81.62379
1.23766E+18,52228,0.07248955,2.955928,5.724364,29.76492,13.82302,41.69342,119.5026
1.23765E+18,52228,0.05548894,247.8006,736.8809,114.3509,91.38889,275.65,443.2315
1.23766E+18,52228,0.08137955,3.299569,10.62922,13.27331,6.590419,19.87823,63.2551
1.23768E+18,52228,0.07318958,11.50428,39.14443,54.41202,20.04484,60.45986,213.0947
1.23765E+18,52228,0.07295503,43.46541,112.778,186.2305,69.62457,210.0038,700.4524
1.23766E+18,52228,0.08112918,7.842464,28.74495,40.89305,12.76137,38.49125,132.9107
1.23765E+18,52228,0.1637112,-2.714266,2.690608,3.496039,2.205925,6.653578,8.099489
1.23766E+18,52228,0.1738247,0.7337728,11.63549,3.385719,5.128946,15.47009,33.35952
1.23765E+18,52228,0.07927213,2.343889,8.612559,1.733635,5.685456,17.14865,20.79811
1.23766E+18,52224,0.1193287,8.102335,4.340817,10.17433,11.90349,35.90368,58.22276
1.23766E+18,52224,0.3830873,3.30476,3.286198,6.877707,4.359392,13.14893,8.040966
1.23766E+18,52224,0.06318337,0.8973942,6.495309,26.99901,21.24012,64.06512,149.6126
1.23766E+18,52224,0.01342133,12.05777,33.64128,20.05422,3.564826,10.75234,68.78918
1.23765E+18,52224,0.06134526,2.919064,12.67838,16.1604,5.175727,15.61119,59.80486
1.23766E+18,52224,0.08247473,4.378322,2.379755,15.41319,10.11766,30.5172,90.23457
1.23765E+18,52224,0.2714897,-0.2410594,6.309274,0.9115252,1.404693,4.236877,26.70394
1.23766E+18,52224,0.13393,-1.179606,5.703222,8.998624,6.612364,19.94442,58.92372
1.23766E+18,52224,0.009424897,1.83537,4.597734,7.351292,0.9042242,2.727349,34.03747
1.23765E+18,52224,0.07874686,5.828336,0.869436,7.182681,-0.9248838,-2.789663,22.67778
1.23765E+18,52224,0.2681694,0.7417637,3.503423,11.8616,-0.7610099,-2.295382,6.842501
1.23768E+18,52224,0.07790324,7.133052,33.39769,32.12998,13.78869,41.58987,90.80197
1.23766E+18,52201,0.1089779,1.879177,1.970722,0.9721878,1.668334,5.03208,18.0132
0,52201,0.4861982,2.074946,-0.3776195,1.590221,0,0,0
1.23765E+18,52201,0.1413831,-2.178143,-0.5794033,13.87525,-0.7511681,-2.265696,20.49732
1.23766E+18,52201,0.3631137,-0.02637853,-0.000490877,2.477537,0.01623206,0.04895965,4.700922
1.23765E+18,52201,0.1405362,0.8503556,8.574035,11.55693,3.868279,11.66762,22.7463
1.23765E+18,52201,0.06506538,15.21425,33.93082,88.30446,34.95039,105.4184,301.68
1.23766E+18,52201,0.1856123,-3.042814,7.328758,12.53353,8.627598,26.02283,80.00034
1.23766E+18,52201,0.3631288,0.8784382,0.7988048,2.821275,-2.551518,-7.695966,2.572166
1.23766E+18,52201,0.06366967,9.698274,9.245769,6.373939,11.98933,36.16259,41.45686
1.23768E+18,52201,0.1833191,22.48606,64.28288,23.75524,26.59439,80.21481,137.641
1.23766E+18,52254,0.07914589,4.183517,3.033193,27.92084,15.73666,47.46539,135.6438
1.23765E+18,52254,0.08019355,0.8755676,6.38041,10.86463,10.83784,32.68943,57.19142
1.23766E+18,52254,0.1516439,4.243835,12.28884,11.67176,9.330403,28.14265,56.62988
1.23766E+18,52254,0.06244899,7.483843,40.49152,23.01477,18.8079,56.72895,69.52945
1.23766E+18,52254,0.08055784,5.630676,11.46496,14.97903,4.931617,14.8749,55.00546
1.23766E+18,52254,0.01713612,14.89905,46.40676,56.64673,14.72042,44.40017,197.347
1.23766E+18,52254,0.08142917,8.315766,20.82907,67.65698,57.25595,172.6972,330.309
1.23766E+18,52254,0.09711194,4.468722,5.420352,25.80437,20.17931,60.86545,117.3773
1.23765E+18,52254,0.07614395,8.011936,20.50345,43.86046,25.77853,77.75399,172.153
1.23766E+18,52254,0.08254986,4.501486,12.39586,12.0235,5.430799,16.38054,15.202
1.23765E+18,52254,0.1808759,6.030629,9.188733,0.562259,-0.08259387,-0.2491222,8.702225
1.23766E+18,52258,0.1747723,3.171253,10.27941,27.96821,27.01134,81.47244,173.1901
1.23766E+18,52258,0.05574641,16.66743,66.57771,181.9559,74.17706,223.7352,693.5367
1.23765E+18,52258,0.1719946,4.539856,10.62803,24.6686,39.4922,119.1176,138.8472
1.23765E+18,52258,0.1282206,4.670124,6.477969,27.84216,22.91757,69.12469,158.5351
1.23765E+18,52258,0.3290869,2.542046,5.359527,5.162621,3.8611,11.64597,14.57799
1.23765E+18,52258,0.03188192,230.4974,635.3404,92.68224,248.0449,748.1606,647.1916
1.23765E+18,52258,0.08038671,1.227892,12.60336,54.70922,28.93023,87.26026,244.1182
1.23765E+18,52258,0.1994726,-1.069656,1.276586,23.05837,15.04558,45.38094,104.4786
1.23765E+18,52258,0.1109345,-1.861576,3.140924,-0.5273911,3.497406,10.54898,4.755802
1.23766E+18,52258,0.3457796,-0.5602125,2.938948,-0.5581449,0.121705,0.3670905,15.83075
1.23768E+18,52258,0.07942571,5.481917,24.30915,108.3445,48.77763,147.1246,415.359
1.23766E+18,52258,0.07793838,0.8656012,10.13987,6.491057,2.067514,6.236098,11.5567
1.23765E+18,52258,0.1206856,26.62965,71.34572,187.7839,111.2767,335.6363,913.2947
1.23766E+18,52258,0.1035265,5.361759,9.495035,27.90538,15.22552,45.92367,117.6488
1.23766E+18,52258,0.03203041,17.35955,25.56488,99.53996,57.55276,173.5924,433.3461
1.23766E+18,52258,0.0852896,8.336456,17.53423,13.49333,16.01786,48.31355,49.2029
1.23766E+18,52226,0.01132826,41.6894,133.0491,99.1822,15.80694,47.67738,302.7803
1.23766E+18,52226,0.2057341,1.782401,1.48964,-0.7939249,0.3238631,0.9768457,-3.732046
1.23766E+18,52226,0.4772106,5.935886,9.243688,2.915345,0,0,0
1.23766E+18,52226,0.06309266,2.499142,8.734084,19.57873,9.90696,29.88168,78.46337
1.23766E+18,52226,0.03282741,42.10986,121.7163,60.02958,6.451346,19.45875,183.7074
1.23765E+18,52226,0.06640745,4.59465,10.18492,3.670969,8.913842,26.88621,24.3977
1.23766E+18,52226,0.06639675,0.1466999,27.25788,18.71455,14.49693,43.72608,43.93811
1.23766E+18,52226,0.06921132,-2.37188,20.92045,6.73726,3.906721,11.78357,11.45667
1.23766E+18,52226,0.386557,-0.9085101,8.585038,-1.317762,0.3013298,0.9088802,0.3896679
1.23765E+18,52226,0.07137952,7.828294,8.95608,22.26624,8.238463,24.84911,82.0596
1.23766E+18,52226,0.08635611,-0.8344319,7.333909,1.373767,-0.1405117,-0.4238156,4.442799
1.23765E+18,52207,0.09835838,13.71351,29.13302,11.83241,21.31773,64.29919,60.73574
1.23765E+18,52207,0.09839036,3.897908,9.114832,-4.350747,2.482147,7.48673,9.32202
1.23765E+18,52207,0.0923518,43.96388,129.2373,126.0695,48.31042,145.7154,557.248
1.23765E+18,52207,0.06959344,4.752441,11.33936,26.79491,26.00332,78.43202,169.4132
1.23768E+18,52520,0.1309368,3.084814,7.3467,7.973164,7.802217,23.53329,39.39654
1.23768E+18,52520,0.09610091,137.1855,401.3257,43.25225,60.53482,182.587,172.7774
1.23765E+18,52520,0.1356509,7.818658,11.82411,15.70519,10.50587,31.68812,58.60999
1.23765E+18,52520,0.1505502,-17.2087,16.54597,-0.5771868,-0.241066,-0.7271106,-1.134728
1.23765E+18,52520,0.3342044,0.07760931,-0.1985666,-2.087134,2.244078,6.768657,11.16264
1.23765E+18,52520,0.2281538,3.849554,8.860591,0.6475115,3.782088,11.40765,17.95008
1.23765E+18,52520,0.08573312,3.466119,11.38477,16.86938,15.44985,46.60032,96.38821
1.23768E+18,52468,0.1614448,-2.393634,5.069251,8.088025,4.984221,15.03356,24.60434
1.23765E+18,52468,0.1379906,1.605698,5.547358,7.550887,7.895684,23.81521,27.39525
1.23766E+18,52468,0.03163506,6.858097,19.10872,11.68769,3.814223,11.50458,30.45972
1.23766E+18,52468,0.05628493,3.765639,14.70867,59.41722,29.39818,88.6717,233.59
1.23766E+18,52466,0.0614586,21.34027,70.1228,107.0074,39.58307,119.3917,440.0654
1.23766E+18,52466,0.04888492,-0.5367203,6.375935,56.09966,22.78727,68.73167,214.2961
1.23768E+18,52466,0.07634021,10.76959,22.31455,69.854,44.21186,133.3532,303.6866
1.23768E+18,52466,0.3002876,1.072816,8.617559,3.023,6.948746,20.95902,3.4964
1.23765E+18,52466,0.07127325,6.03998,17.76982,9.262444,6.800558,20.51205,47.85128
1.23765E+18,52466,0.1338232,-1.137244,5.326746,25.533,10.72326,32.34383,94.51791
1.23766E+18,52466,0.08657578,103.0347,304.2281,159.521,26.90715,81.15819,587.3804
1.23766E+18,52466,0.0988864,-0.1438138,12.58987,-2.10157,5.589039,16.85783,3.564331
1.23765E+18,52466,0.07750332,1.290657,1.743989,14.88671,7.829712,23.61622,68.56152
1.23766E+18,52466,0.3302972,-1.987715,-0.590833,3.191336,2.683383,8.093702,14.56852
1.23766E+18,52466,0.08942194,3.184057,4.989205,16.8382,7.356066,22.18759,58.19189
1.23766E+18,52466,0.09042013,8.22548,1.25154,0.2990451,-3.737805,-11.27408,4.665072
1.23766E+18,52466,0.07496298,13.24467,31.19157,47.48587,28.90841,87.19444,171.895
1.23766E+18,52460,0.0866537,1.481552,17.2522,42.58847,22.46325,67.75433,204.7998
1.23766E+18,52460,0.1784405,0.5448436,2.306133,9.063042,4.789176,14.44526,63.71966
1.23766E+18,52460,0.07897683,3.335212,4.013432,3.19501,-0.5392227,-1.62642,6.671687
1.23766E+18,52460,0.08785923,24.3111,87.80756,55.01841,86.28998,260.2705,190.2264
1.23765E+18,52460,0.2181135,0.9508098,4.574606,4.756142,-1.185539,-3.575858,7.229581
1.23766E+18,52460,0.08740441,1.024784,5.787157,2.128454,2.515127,7.586203,8.13131
1.23765E+18,52460,0.08907601,-0.5640208,5.632975,-0.06867398,1.714733,5.172029,7.021897
0,52460,0.05009683,5.338418,12.97278,12.49363,8.553848,25.80038,53.75358
1.23766E+18,52460,0.09626644,2.110761,5.329254,7.477602,4.121976,12.43283,27.43569
1.23765E+18,52460,0.0535958,2.330924,21.76208,36.05286,23.36044,70.46048,171.0382
1.23766E+18,52221,0.1635762,0.3249171,3.536173,23.83932,11.54421,34.82,100.1542
1.23766E+18,52221,0.2657472,3.830972,0.7319508,4.897948,2.075337,6.259696,7.222843
1.23765E+18,52221,0.03129864,27.23371,91.64526,44.9732,6.137001,18.51061,147.2738
1.23765E+18,52221,0.08093718,4.126834,7.427447,24.60369,13.1937,39.79523,99.08396
1.23765E+18,52221,0.0801336,3.394211,4.152385,4.086419,1.978465,5.967509,17.86986
1.23765E+18,52221,0.3329032,0.7504362,7.458559,2.132809,12.59203,37.98049,-1.712083
1.23766E+18,52207,0.1092114,9.38805,12.16547,76.57503,35.24373,106.3032,304.7468
1.23768E+18,52207,0.2970399,2.63107,9.198063,2.140997,7.187072,21.67787,2.045594
1.23766E+18,52207,0.1418941,1.930566,7.401279,1.058196,3.856452,11.63195,8.796712
1.23766E+18,52207,0.1119374,-1.273152,12.70963,1.288797,4.479521,13.51127,8.892061
1.23765E+18,52224,0.1347724,0.04683454,3.847777,15.46069,5.970661,18.00889,57.72533
1.23766E+18,52224,0.1654987,0.823238,9.581193,27.97635,13.33668,40.22651,120.1068
1.23766E+18,52224,0.1917162,1.147129,2.12005,2.240216,4.416422,13.32095,10.16333
1.23766E+18,52224,0.1549761,1.392032,9.426347,21.4158,10.65045,32.12421,78.15829
1.23766E+18,52224,0.1914096,-0.08121967,6.502462,26.28592,16.07145,48.47519,151.169
1.23766E+18,52224,0.1355198,-0.4083632,11.4668,21.10498,8.739485,26.36031,82.12538
1.23766E+18,52224,0.2363109,10.59002,11.34196,5.902366,12.21734,36.85032,35.29347
1.23766E+18,52224,0.1508981,-0.5296269,8.194334,11.21719,11.86499,35.78754,80.17763
1.23765E+18,52224,0.12194,9.617973,11.39835,7.737849,14.69068,44.31047,56.60043
1.23765E+18,52519,0.1525757,0.9787883,9.05539,18.65465,30.96379,93.39394,153.578
1.23765E+18,52519,0.02708302,14.52399,34.87584,21.89524,9.805704,29.57627,54.62711
1.23766E+18,52519,0.1579932,5.617393,12.40883,19.33711,23.69566,71.47157,81.78308
1.23765E+18,52519,0.1221262,1.225418,2.49821,-4.531744,2.155294,6.500865,15.9624
1.23766E+18,52519,0.09085207,25.08148,68.96738,62.09173,12.28319,37.04893,222.7653
1.23766E+18,52519,0.3668102,3.394476,23.72321,24.3532,18.62967,56.19139,98.30937
1.23766E+18,52519,0.1268097,-4.554177,2.205772,2.343479,9.967495,30.06427,1.653245
1.23766E+18,52519,0.1351733,0.8394243,7.129039,21.27397,12.21023,36.82888,58.04192
1.23765E+18,52519,0.1524252,0.002702696,8.747996,8.095439,6.475947,19.53295,43.49323
1.23766E+18,52221,0.02934513,1.317283,7.130539,12.95969,6.576759,19.83702,53.06097
1.23766E+18,52221,0.1211018,8.342674,8.457504,4.161247,6.393648,19.28472,20.74581
1.23766E+18,52221,0.07914481,7.926938,5.402904,16.14671,15.77204,47.5721,79.33588
1.23767E+18,52221,0.07985722,6.860134,12.91477,28.93866,17.99756,54.28479,146.0287
1.23765E+18,52221,0.09986146,3.220289,2.401557,4.899259,5.056123,15.25043,13.39529
1.23768E+18,52221,0.0594321,0.3964975,6.675775,10.33429,5.038475,15.1972,24.35218
1.23768E+18,52221,0.06580216,2.133691,6.22725,4.120251,1.361113,4.10543,15.27535
1.23766E+18,52518,0.02991787,16.51598,40.40425,210.9356,142.4015,429.5158,1151.917
1.23765E+18,52518,0.07946553,7.429609,9.03206,17.52964,7.267,21.91895,48.76996
1.23766E+18,52518,0.1254128,5.903837,5.84852,39.95905,20.02053,60.38652,168.2299
1.23765E+18,52518,0.2101327,0.4777018,3.271329,6.039866,5.523542,16.66028,25.78109
1.23766E+18,52518,0.2370744,0.8355218,1.609409,3.260492,0.4482287,1.351961,-0.3508436
1.23766E+18,52518,0.121851,-0.6164363,10.89966,10.47085,9.702655,29.26545,7.438706
1.23766E+18,52518,0.5289691,-0.03791853,1.088129,1.655895,0,0,0
1.23766E+18,52518,0.1476119,5.308409,10.70715,-7.208816,3.118617,9.406468,13.40522
1.23767E+18,52518,0.1182145,-2.513441,13.7139,-1.296991,4.490238,13.54359,14.36366
1.23765E+18,52518,0.4501326,-1.445423,1.267708,-1.461174,0,0,0
1.23766E+18,52518,0.1089642,-0.9459658,7.06362,0.9672208,3.472096,10.47264,3.080355
1.23766E+18,52518,0.2158046,4.68661,28.61091,24.12464,0,0,0
1.23766E+18,52518,0.09452903,12.85276,36.74846,102.0515,72.46765,218.5792,526.4876
1.23766E+18,52521,0.2342806,0.01654433,12.96961,3.476329,1.50899,4.551463,-2.799959
1.23766E+18,52521,0.3152793,-1.898787,3.512036,0.7975142,3.257077,9.824098,50.29097
1.23768E+18,52521,0.131823,-1.847296,3.505183,1.493689,9.012661,27.18427,42.13581
1.23767E+18,52521,0.1500746,7.065825,5.374906,0.9668789,4.403617,13.28233,10.27221
1.23766E+18,52521,0.1017705,10.77393,20.12436,74.83535,38.62955,116.5157,327.8075
1.23766E+18,52521,0.07977224,4.620383,12.84178,10.58889,5.009796,15.1107,24.9679
1.23766E+18,52520,0.09368205,-7.347326,3.623471,5.421257,3.186146,9.610152,6.684964
1.23766E+18,52520,0.09979367,6.268445,2.344763,-2.140981,3.450546,10.40764,11.69088
1.23766E+18,52520,0.1600557,7.775294,23.3372,86.99741,53.06371,160.0524,413.9706
1.23766E+18,52520,0.1016188,11.63183,36.75244,135.2679,73.33124,221.1839,623.8917
1.23766E+18,52520,0.1595437,23.12595,93.73402,20.91738,15.36483,46.34387,97.68006
1.23766E+18,52520,0.07376071,3.34309,32.78783,14.13925,31.17628,94.03485,102.0604
1.23766E+18,52520,0.03772023,14.9442,34.91689,54.70196,14.36108,43.31633,179.8587
1.23766E+18,52520,0.1551865,-1.955413,3.422064,3.924693,9.016026,27.19442,23.02094
1.23765E+18,52520,0.09238744,3.032812,17.67166,18.03945,11.61044,35.01976,73.72482
1.23765E+18,52520,0.06834164,3.408388,4.668779,10.23806,4.639369,13.99341,20.22228
1.23765E+18,52520,0.08439274,-0.04454694,2.921555,2.836657,0.522674,1.576505,4.850712
1.23765E+18,52520,0.1499673,1.271185,9.936415,27.59318,12.76293,38.49595,112.9462
1.23766E+18,52520,0.07928573,9.169511,20.83072,5.869054,9.569257,28.86308,28.52531
1.23766E+18,52520,0.3177725,3.74454,2.918571,0.3582466,-5.973011,-18.01598,-39.1655
1.23766E+18,52520,0.1254925,3.022233,9.06395,2.519441,3.078878,9.286607,8.408506
1.23765E+18,52263,0.09198964,8.422196,10.00569,20.25488,12.35086,37.25304,71.44904
1.23765E+18,52263,0.3171157,-4.212963,8.770424,2.044919,-0.3138185,-0.9465491,2.168855
1.23766E+18,52263,0.3224558,-1.38383,2.794936,0.8152556,0.1515743,0.457183,-3.4851
1.23765E+18,52263,0.3589334,1.50273,1.154127,1.606789,1.19313,3.598754,39.50056
1.23766E+18,52263,0.1600022,7.044815,20.49988,13.85615,16.47983,49.70697,51.20562
1.23765E+18,52263,0.1516259,5.180759,8.697761,1.472693,3.97753,11.99715,6.842081
1.23765E+18,52263,0.1002664,0.08250382,10.07882,29.16884,14.85743,44.81343,118.041
1.23766E+18,52263,0.1187574,2.624671,7.822437,18.74957,11.21847,33.83749,80.0508
1.23766E+18,52263,0.1182645,18.59825,68.4959,115.8204,69.14899,208.5693,614.3994
1.23766E+18,52263,0.08554786,4.440133,7.585044,11.88249,6.730714,20.30139,28.65563
1.23766E+18,52263,0.1476135,19.41214,54.37174,58.47807,20.93862,63.1557,222.4227
1.23766E+18,52261,0.1242603,11.73287,20.03806,18.35566,11.60915,35.01587,72.28737
1.23765E+18,52261,0.1058598,3.513626,15.30088,24.07441,21.59117,65.12393,130.0625
1.23765E+18,52261,0.09259802,1.454089,2.453102,4.05933,0.182633,0.5508632,12.9623
1.23765E+18,52261,0.08143573,2.41613,12.24819,33.33583,15.65491,47.21883,148.7843
1.23765E+18,52261,0.1037797,15.32779,25.06527,-0.4942501,8.067928,24.33474,15.76383
1.23765E+18,52261,0.2995377,1.147909,1.062379,2.443188,-0.3484836,-1.051107,2.604999
1.23765E+18,52261,0.1527864,1.993637,4.373348,3.778691,4.721605,14.24145,27.35174
1.23765E+18,52261,0.130763,-0.9560365,16.73506,10.67348,6.271004,18.9148,18.2661
1.23768E+18,52261,0.1370984,-2.532554,1.397515,0.349353,-0.8500749,-2.564023,6.562113
1.23768E+18,52261,0.1507656,3.352314,7.189736,7.379779,4.086545,12.32596,9.759459
1.23765E+18,52263,0.1405267,-4.601153,10.28579,-2.555035,3.073579,9.270623,7.63596
1.23766E+18,52263,0.1537473,-3.004196,6.585578,18.65189,11.29463,34.0672,107.1758
1.23765E+18,52263,0.2261301,3.869863,13.90705,3.444823,8.444737,25.47128,23.69003
1.23765E+18,52263,0.02718227,4.001227,11.18565,59.69168,25.35496,76.47642,279.0642
1.23766E+18,52263,0.08077689,17.43089,57.94384,146.4078,98.06279,295.78,758.9553
1.23765E+18,52263,0.1103252,3.671512,6.106759,4.585725,9.090023,27.4176,17.20769
1.23766E+18,52262,0.2262683,-2.471072,8.461909,5.566922,4.801489,14.4824,12.829
1.23766E+18,52262,0.1028392,19.39621,51.61206,60.8455,16.65443,50.2336,227.569
1.23766E+18,52262,0.1216236,0.2277147,10.05486,11.56944,7.569057,22.83002,56.16508
1.23765E+18,52262,0.03578598,35.87568,105.6842,110.9453,40.62862,122.5453,402.2529
1.23766E+18,52262,0.2064419,0.4984164,4.558081,6.734865,-1.877894,-5.664163,-4.068542
1.23765E+18,52262,0.1555564,6.476023,10.54494,2.423907,9.414148,28.39524,31.05293
1.23768E+18,52262,0.3317929,1.657064,6.189804,11.76777,-0.1939692,-0.5850559,20.83139
1.23766E+18,52262,0.2199858,-3.846806,2.118791,0.561015,0.9794752,2.954323,3.176826
1.23765E+18,52262,0.110483,1.736333,9.915049,21.0721,9.136613,27.55813,89.73196
1.23768E+18,52262,0.1598752,12.33736,11.61114,19.04861,21.1219,63.70852,94.01575
1.23766E+18,52262,0.1222209,1.224245,6.421824,0.332368,5.134153,15.48579,14.9853
1.23766E+18,52251,0.152339,10.90881,20.71611,55.76379,25.22512,76.08479,231.7945
1.23766E+18,52251,0.07143126,4.91914,15.73309,71.82597,28.07255,84.67329,275.5963
1.23766E+18,52251,0.1605806,6.432811,6.007406,-17.42233,5.475852,16.51643,24.45344
1.23766E+18,52251,0.1209682,3.814676,22.03399,-8.633301,6.62883,19.99408,5.941046
1.23765E+18,52251,0.03896385,-12.44696,16.26631,3.458944,12.17052,36.7091,17.24521
1.23766E+18,52251,0.01593897,29.1175,89.53947,39.40482,2.658018,8.017196,127.1379
1.23766E+18,52251,0.1227818,1.401519,5.098127,38.36205,21.14734,63.78526,171.2703
1.23765E+18,52251,0.3879327,0.7506264,1.634987,2.577158,0.8466715,2.553757,9.483706
1.23766E+18,52251,0.02728435,61.48171,177.3865,188.4384,60.31152,181.9135,784.7784
1.23766E+18,52258,0.1683231,6.088816,15.13152,18.23769,16.10172,48.56651,77.233
1.23766E+18,52258,0.1866355,4.325629,9.217516,-2.906712,-2.03865,-6.149039,4.249186
1.23766E+18,52258,0.1170485,0.0609467,1.664534,-2.348286,0.2363527,0.7128942,6.974903
1.23766E+18,52258,0.04340426,5.247677,20.22409,18.11773,28.17212,84.9736,95.53586
1.23765E+18,52258,0.04111957,15.98452,43.77172,88.99275,58.58816,176.7154,475.0558
1.23765E+18,52258,0.04965867,300.5283,883.3002,560.2882,130.8382,394.6383,1850.247
1.23766E+18,52258,0.3906339,-0.3151915,0.7374929,-3.234826,1.022493,3.084074,42.29293
1.23765E+18,52258,0.1661189,-3.34788,12.24909,5.159236,6.162898,18.58872,14.69547
1.23766E+18,52258,0.4809708,22.58701,4.427619,0.4835281,0,0,0
1.23765E+18,52258,0.2721306,-2.610359,0.1671853,1.623674,-1.121197,-3.38179,10.14685
1.23766E+18,52258,0.1491451,-1.984835,2.283815,10.98183,0.1470134,0.4434263,23.69013
1.23765E+18,52258,0.09359314,16.79206,47.12535,201.5281,134.3801,405.3215,828.041
1.23766E+18,52258,0.03977438,23.3195,66.24214,42.35093,7.90528,23.84415,163.7336
1.23766E+18,52238,0.08877584,-2.613725,17.35198,11.34385,0.460795,1.389864,31.9476
1.23765E+18,52238,0.2319441,3.57713,0.3660677,-1.380366,0.515745,1.555606,2.044209
1.23766E+18,52238,0.1534419,1.640597,3.567285,-5.900272,2.517158,7.592329,23.01871
1.23765E+18,52238,0.04646049,14.94573,31.79087,164.694,100.0369,301.7343,685.6301
1.23766E+18,52238,0.09110703,-0.03903076,9.818287,20.7501,11.17776,33.7147,68.70416
1.23768E+18,52238,0.04267487,283.3421,839.4269,412.5863,112.8722,340.4487,1583.64
1.23766E+18,52238,0.04372893,4.448499,2.262209,6.10724,0.5094408,1.536591,3.691238
1.23766E+18,52238,0.1487281,6.748847,11.47012,9.695899,21.34073,64.36856,36.2978
1.23766E+18,52238,0.4017034,1.03688,0.6406859,7.220284,0.7451315,2.247488,-2.791904
1.23766E+18,52238,0.1480673,23.21539,75.71552,61.51368,51.92619,156.6214,284.7759
1.23765E+18,52234,0.103011,-1.224245,10.05238,28.98937,17.56651,52.98465,144.3523
1.23766E+18,52234,0.06326569,4.967119,9.254522,34.1352,12.43557,37.50856,125.6395
1.23765E+18,52234,0.1504005,-1.218308,1.809025,6.55489,0.7024062,2.118619,11.34094
1.23766E+18,52234,0.03282979,22.94224,61.76886,111.7441,161.2034,486.2267,748.4973
1.23767E+18,52234,0.1549945,5.239427,5.54151,29.94356,12.35597,37.26847,122.2195
0,52234,0.01339556,6.299749,32.95317,7.753959,1.439909,4.343099,32.91338
1.23768E+18,52234,0.3123254,-1.801705,3.801082,3.259193,-2.767271,-8.346727,1.708009
1.23766E+18,52234,0.1803625,2.583468,8.015282,3.698079,8.078486,24.36658,21.01245
1.23766E+18,52234,0.2269188,-5.462701,5.54408,0.5802288,7.442472,22.44821,7.284999
1.23768E+18,52234,0.312369,-0.4864534,0.2886309,-1.883366,1.627967,4.910325,10.78457
1.23766E+18,52233,0.06997126,14.15065,30.43505,85.06258,61.03777,184.104,340.3812
1.23765E+18,52233,0.1531934,-2.542667,2.240688,-3.239501,-0.7682188,-2.317125,12.04698
1.23765E+18,52233,0.151988,1.509112,13.3558,0.9013467,-0.1202875,-0.362815,7.654354
1.23765E+18,52233,0.1281315,-5.703037,6.796293,7.455058,3.127747,9.434007,20.47657
1.23765E+18,52233,0.06763297,440.3488,1320.707,500.5005,58.26211,175.732,1583.881
1.23765E+18,52233,0.4627447,9.106417,0.8293791,1.727438,0,0,0
1.23765E+18,52233,0.4823314,0.9067929,1.243248,1.440981,0,0,0
1.23766E+18,52233,0.1542429,4.097342,18.52814,38.68729,31.7474,95.75748,200.2536
1.23766E+18,52233,0.2885173,2.635997,10.80111,19.79985,10.31465,31.11137,166.9852
1.23766E+18,52233,0.06607632,5.951272,15.95439,46.79963,19.25492,58.07728,181.2604
1.23766E+18,52233,0.1745373,-6.333499,7.946504,10.69805,6.588125,19.87131,21.74888
1.23765E+18,52233,0.09719527,29.32738,99.01948,58.51538,50.485,152.2744,251.6172
1.23766E+18,52233,0.199792,-2.563416,11.49874,20.31031,19.93723,60.13529,167.429
1.23766E+18,52233,0.1052303,23.15083,53.91998,119.5807,109.4828,330.2253,539.3304
